Below is Time Logs: 
Below is time_logs: for gs://apfm-dev/LID19665290_CID86364574_Robin_Cook_20200217.wav
Word: please, start_time: 0.0,end_time: 0.30000000000000004 
Word: can, start_time: 0.30000000000000004,end_time: 0.7000000000000001 
Word: you, start_time: 0.7000000000000001,end_time: 0.8 
Word: please, start_time: 0.8,end_time: 1.1 
Word: confirm, start_time: 1.1,end_time: 1.5 
Word: that, start_time: 1.5,end_time: 1.9 
Word: you, start_time: 1.9,end_time: 2.0 
Word: are, start_time: 2.0,end_time: 2.2 
Word: crystal, start_time: 2.2,end_time: 2.8 
Word: Kennedy, start_time: 2.8,end_time: 3.3 
Word: yes, start_time: 4.3,end_time: 4.7 
Word: I, start_time: 4.7,end_time: 4.9 
Word: am, start_time: 4.9,end_time: 5.1 
Word: okay, start_time: 5.1,end_time: 5.3 
Word: in, start_time: 5.3,end_time: 6.4 
Word: addition, start_time: 6.4,end_time: 6.5 
Word: to, start_time: 6.5,end_time: 6.9 
Word: confirming, start_time: 6.9,end_time: 7.5 
Word: your, start_time: 7.5,end_time: 7.7 
Word: name, start_time: 7.7,end_time: 7.8 
Word: I, start_time: 7.8,end_time: 8.1 
Word: need, start_time: 8.1,end_time: 8.2 
Word: a, start_time: 8.2,end_time: 8.4 
Word: records, start_time: 8.4,end_time: 9.0 
Word: that, start_time: 9.0,end_time: 9.1 
Word: I, start_time: 9.1,end_time: 9.2 
Word: provided, start_time: 9.2,end_time: 9.7 
Word: you, start_time: 9.7,end_time: 9.9 
Word: this, start_time: 9.9,end_time: 10.1 
Word: disclosure, start_time: 10.1,end_time: 10.6 
Word: and, start_time: 10.6,end_time: 11.4 
Word: I, start_time: 11.4,end_time: 11.5 
Word: also, start_time: 11.5,end_time: 11.8 
Word: need, start_time: 11.8,end_time: 12.0 
Word: you, start_time: 12.0,end_time: 12.2 
Word: to, start_time: 12.2,end_time: 12.3 
Word: sign, start_time: 12.3,end_time: 12.5 
Word: it, start_time: 12.5,end_time: 12.8 
Word: but, start_time: 12.8,end_time: 13.3 
Word: to, start_time: 13.3,end_time: 13.4 
Word: make, start_time: 13.4,end_time: 13.6 
Word: things, start_time: 13.6,end_time: 13.7 
Word: easier, start_time: 13.7,end_time: 14.3 
Word: instead, start_time: 14.3,end_time: 14.6 
Word: of, start_time: 14.6,end_time: 14.8 
Word: having, start_time: 14.8,end_time: 15.0 
Word: to, start_time: 15.0,end_time: 15.2 
Word: physically, start_time: 15.2,end_time: 15.6 
Word: sign, start_time: 15.6,end_time: 15.9 
Word: something, start_time: 15.9,end_time: 16.4 
Word: we, start_time: 16.4,end_time: 17.1 
Word: can, start_time: 17.1,end_time: 17.2 
Word: actually, start_time: 17.2,end_time: 17.5 
Word: have, start_time: 17.5,end_time: 17.9 
Word: you, start_time: 17.9,end_time: 17.9 
Word: sign, start_time: 17.9,end_time: 18.2 
Word: over, start_time: 18.2,end_time: 18.4 
Word: the, start_time: 18.4,end_time: 18.6 
Word: phone, start_time: 18.6,end_time: 18.8 
Word: now, start_time: 18.8,end_time: 19.1 
Word: bye, start_time: 19.1,end_time: 19.4 
Word: recording, start_time: 19.4,end_time: 19.9 
Word: this, start_time: 19.9,end_time: 20.0 
Word: conversation, start_time: 20.0,end_time: 20.4 
Word: is, start_time: 20.4,end_time: 21.0 
Word: that, start_time: 21.0,end_time: 21.1 
Word: alright, start_time: 21.1,end_time: 21.4 
