Below is Time Logs: 
Below is time_logs: for gs://apfm-dev/LID19653996_CID86066995_Marjie_Stroh_20200211.wav
Word: can, start_time: 0.2,end_time: 0.6000000000000001 
Word: you, start_time: 0.6000000000000001,end_time: 0.7000000000000001 
Word: please, start_time: 0.7000000000000001,end_time: 0.9 
Word: confirm, start_time: 0.9,end_time: 1.2 
Word: your, start_time: 1.2,end_time: 1.5 
Word: Karen, start_time: 1.5,end_time: 2.0 
Word: trip, start_time: 2.0,end_time: 2.3 
Word: great, start_time: 4.7,end_time: 4.9 
Word: thank, start_time: 4.9,end_time: 5.2 
Word: you, start_time: 5.2,end_time: 5.3 
Word: for, start_time: 5.3,end_time: 5.5 
Word: doing, start_time: 5.5,end_time: 5.6 
Word: that, start_time: 5.6,end_time: 5.8 
Word: again, start_time: 5.8,end_time: 6.0 
Word: in, start_time: 6.0,end_time: 6.4 
Word: addition, start_time: 6.4,end_time: 6.6 
Word: to, start_time: 6.6,end_time: 6.9 
Word: confirming, start_time: 6.9,end_time: 7.4 
Word: your, start_time: 7.4,end_time: 7.5 
Word: name, start_time: 7.5,end_time: 7.7 
Word: I, start_time: 7.7,end_time: 8.0 
Word: need, start_time: 8.0,end_time: 8.0 
Word: a, start_time: 8.0,end_time: 8.3 
Word: record, start_time: 8.3,end_time: 8.6 
Word: that, start_time: 8.6,end_time: 8.7 
Word: I, start_time: 8.7,end_time: 8.8 
Word: provided, start_time: 8.8,end_time: 9.4 
Word: you, start_time: 9.4,end_time: 9.5 
Word: with, start_time: 9.5,end_time: 9.6 
Word: these, start_time: 9.6,end_time: 9.8 
Word: disclosures, start_time: 9.8,end_time: 10.4 
Word: and, start_time: 10.4,end_time: 10.6 
Word: I, start_time: 10.6,end_time: 10.7 
Word: also, start_time: 10.7,end_time: 11.0 
Word: need, start_time: 11.0,end_time: 11.3 
Word: you, start_time: 11.3,end_time: 11.4 
Word: to, start_time: 11.4,end_time: 11.4 
Word: sign, start_time: 11.4,end_time: 11.7 
Word: it, start_time: 11.7,end_time: 11.9 
Word: but, start_time: 11.9,end_time: 12.3 
Word: to, start_time: 12.3,end_time: 12.4 
Word: make, start_time: 12.4,end_time: 12.6 
Word: things, start_time: 12.6,end_time: 12.6 
Word: easier, start_time: 12.6,end_time: 13.4 
Word: for, start_time: 13.4,end_time: 13.6 
Word: you, start_time: 13.6,end_time: 13.9 
Word: instead, start_time: 13.9,end_time: 14.1 
Word: of, start_time: 14.1,end_time: 14.5 
Word: having, start_time: 14.5,end_time: 14.7 
Word: to, start_time: 14.7,end_time: 15.0 
Word: physically, start_time: 15.0,end_time: 15.4 
Word: sign, start_time: 15.4,end_time: 15.7 
Word: something, start_time: 15.7,end_time: 16.2 
Word: we, start_time: 16.2,end_time: 16.6 
Word: can, start_time: 16.6,end_time: 16.8 
Word: actually, start_time: 16.8,end_time: 17.0 
Word: have, start_time: 17.0,end_time: 17.3 
Word: you, start_time: 17.3,end_time: 17.4 
Word: sign, start_time: 17.4,end_time: 17.7 
Word: over, start_time: 17.7,end_time: 18.2 
Word: the, start_time: 18.2,end_time: 18.3 
Word: phone, start_time: 18.3,end_time: 18.6 
Word: now, start_time: 18.6,end_time: 18.8 
Word: bye, start_time: 18.8,end_time: 19.1 
Word: recording, start_time: 19.1,end_time: 19.5 
Word: this, start_time: 19.5,end_time: 19.7 
Word: conversation, start_time: 19.7,end_time: 20.1 
Word: is, start_time: 20.1,end_time: 20.7 
Word: that, start_time: 20.7,end_time: 20.9 
Word: alright, start_time: 20.9,end_time: 21.1 
Word: perfect, start_time: 22.5,end_time: 23.9 
Word: thank, start_time: 23.9,end_time: 24.0 
Word: you, start_time: 24.0,end_time: 24.2 
Word: so, start_time: 24.2,end_time: 24.4 
Word: much, start_time: 24.4,end_time: 24.5 
Word: just, start_time: 24.5,end_time: 24.8 
Word: to, start_time: 24.8,end_time: 25.2 
Word: let, start_time: 25.2,end_time: 25.4 
Word: you, start_time: 25.4,end_time: 25.4 
Word: know, start_time: 25.4,end_time: 25.5 
Word: our, start_time: 25.5,end_time: 25.7 
Word: services, start_time: 25.7,end_time: 26.2 
Word: are, start_time: 26.2,end_time: 26.3 
Word: free, start_time: 26.3,end_time: 26.5 
Word: to, start_time: 26.5,end_time: 26.7 
Word: you, start_time: 26.7,end_time: 26.8 
Word: because, start_time: 26.8,end_time: 27.3 
Word: we're, start_time: 27.3,end_time: 27.5 
Word: paid, start_time: 27.5,end_time: 27.6 
Word: a, start_time: 27.6,end_time: 27.8 
Word: referral, start_time: 27.8,end_time: 28.0 
Word: fee, start_time: 28.0,end_time: 28.4 
Word: by, start_time: 28.4,end_time: 28.8 
Word: our, start_time: 28.8,end_time: 28.9 
Word: partner, start_time: 28.9,end_time: 29.3 
Word: communities, start_time: 29.3,end_time: 29.4 
Word: only, start_time: 29.4,end_time: 30.4 
Word: if, start_time: 30.4,end_time: 30.5 
Word: we, start_time: 30.5,end_time: 30.7 
Word: help, start_time: 30.7,end_time: 30.9 
Word: you, start_time: 30.9,end_time: 31.1 
Word: find, start_time: 31.1,end_time: 31.4 
Word: a, start_time: 31.4,end_time: 31.4 
Word: good, start_time: 31.4,end_time: 31.6 
Word: fit, start_time: 31.6,end_time: 31.7 
Word: and, start_time: 31.7,end_time: 32.0 
Word: you, start_time: 32.0,end_time: 32.1 
Word: decide, start_time: 32.1,end_time: 32.4 
Word: to, start_time: 32.4,end_time: 32.7 
Word: move, start_time: 32.7,end_time: 32.8 
Word: it, start_time: 32.8,end_time: 33.0 
Word: to, start_time: 33.0,end_time: 33.9 
Word: see, start_time: 33.9,end_time: 34.1 
Word: that, start_time: 34.1,end_time: 34.4 
Word: those, start_time: 34.4,end_time: 34.5 
Word: communities, start_time: 34.5,end_time: 35.0 
Word: pay, start_time: 35.0,end_time: 35.3 
Word: ranges, start_time: 35.3,end_time: 36.2 
Word: from, start_time: 36.2,end_time: 36.3 
Word: 78%, start_time: 36.3,end_time: 37.6 
Word: to, start_time: 37.6,end_time: 38.1 
Word: 120%, start_time: 38.1,end_time: 39.5 
Word: of, start_time: 39.5,end_time: 39.5 
Word: the, start_time: 39.5,end_time: 39.7 
Word: first, start_time: 39.7,end_time: 40.0 
Word: month's, start_time: 40.0,end_time: 40.3 
Word: rent, start_time: 40.3,end_time: 40.3 
Word: depending, start_time: 40.3,end_time: 40.9 
Word: upon, start_time: 40.9,end_time: 41.1 
Word: the, start_time: 41.1,end_time: 41.3 
Word: agreement, start_time: 41.3,end_time: 41.9 
Word: no, start_time: 41.9,end_time: 42.6 
Word: one, start_time: 42.6,end_time: 42.7 
Word: can, start_time: 42.7,end_time: 42.8 
Word: ever, start_time: 42.8,end_time: 43.1 
Word: charge, start_time: 43.1,end_time: 43.5 
Word: you, start_time: 43.5,end_time: 43.6 
Word: more, start_time: 43.6,end_time: 43.7 
Word: because, start_time: 43.7,end_time: 44.0 
Word: you, start_time: 44.0,end_time: 44.3 
Word: use, start_time: 44.3,end_time: 44.5 
Word: our, start_time: 44.5,end_time: 44.6 
Word: services, start_time: 44.6,end_time: 45.2 
Word: do, start_time: 45.2,end_time: 45.8 
Word: you, start_time: 45.8,end_time: 45.9 
Word: understand, start_time: 45.9,end_time: 46.3 
Word: the, start_time: 46.3,end_time: 46.4 
Word: our, start_time: 46.4,end_time: 46.6 
Word: services, start_time: 46.6,end_time: 47.2 
Word: are, start_time: 47.2,end_time: 47.5 
Word: free, start_time: 47.5,end_time: 47.6 
Word: to, start_time: 47.6,end_time: 48.0 
Word: you, start_time: 48.0,end_time: 48.2 
Word: can, start_time: 0.2,end_time: 0.6000000000000001 
Word: you, start_time: 0.6000000000000001,end_time: 0.7000000000000001 
Word: please, start_time: 0.7000000000000001,end_time: 0.9 
Word: confirm, start_time: 0.9,end_time: 1.2 
Word: your, start_time: 1.2,end_time: 1.5 
Word: Karen, start_time: 1.5,end_time: 2.0 
Word: trip, start_time: 2.0,end_time: 2.3 
Word: great, start_time: 4.7,end_time: 4.9 
Word: thank, start_time: 4.9,end_time: 5.2 
Word: you, start_time: 5.2,end_time: 5.3 
Word: for, start_time: 5.3,end_time: 5.5 
Word: doing, start_time: 5.5,end_time: 5.6 
Word: that, start_time: 5.6,end_time: 5.8 
Word: again, start_time: 5.8,end_time: 6.0 
Word: in, start_time: 6.0,end_time: 6.4 
Word: addition, start_time: 6.4,end_time: 6.6 
Word: to, start_time: 6.6,end_time: 6.9 
Word: confirming, start_time: 6.9,end_time: 7.4 
Word: your, start_time: 7.4,end_time: 7.5 
Word: name, start_time: 7.5,end_time: 7.7 
Word: I, start_time: 7.7,end_time: 8.0 
Word: need, start_time: 8.0,end_time: 8.0 
Word: a, start_time: 8.0,end_time: 8.3 
Word: record, start_time: 8.3,end_time: 8.6 
Word: that, start_time: 8.6,end_time: 8.7 
Word: I, start_time: 8.7,end_time: 8.8 
Word: provided, start_time: 8.8,end_time: 9.4 
Word: you, start_time: 9.4,end_time: 9.5 
Word: with, start_time: 9.5,end_time: 9.6 
Word: these, start_time: 9.6,end_time: 9.8 
Word: disclosures, start_time: 9.8,end_time: 10.4 
Word: and, start_time: 10.4,end_time: 10.6 
Word: I, start_time: 10.6,end_time: 10.7 
Word: also, start_time: 10.7,end_time: 11.0 
Word: need, start_time: 11.0,end_time: 11.3 
Word: you, start_time: 11.3,end_time: 11.4 
Word: to, start_time: 11.4,end_time: 11.4 
Word: sign, start_time: 11.4,end_time: 11.7 
Word: it, start_time: 11.7,end_time: 11.9 
Word: but, start_time: 11.9,end_time: 12.3 
Word: to, start_time: 12.3,end_time: 12.4 
Word: make, start_time: 12.4,end_time: 12.6 
Word: things, start_time: 12.6,end_time: 12.6 
Word: easier, start_time: 12.6,end_time: 13.4 
Word: for, start_time: 13.4,end_time: 13.6 
Word: you, start_time: 13.6,end_time: 13.9 
Word: instead, start_time: 13.9,end_time: 14.1 
Word: of, start_time: 14.1,end_time: 14.5 
Word: having, start_time: 14.5,end_time: 14.7 
Word: to, start_time: 14.7,end_time: 15.0 
Word: physically, start_time: 15.0,end_time: 15.4 
Word: sign, start_time: 15.4,end_time: 15.7 
Word: something, start_time: 15.7,end_time: 16.2 
Word: we, start_time: 16.2,end_time: 16.6 
Word: can, start_time: 16.6,end_time: 16.8 
Word: actually, start_time: 16.8,end_time: 17.0 
Word: have, start_time: 17.0,end_time: 17.3 
Word: you, start_time: 17.3,end_time: 17.4 
Word: sign, start_time: 17.4,end_time: 17.7 
Word: over, start_time: 17.7,end_time: 18.2 
Word: the, start_time: 18.2,end_time: 18.3 
Word: phone, start_time: 18.3,end_time: 18.6 
Word: now, start_time: 18.6,end_time: 18.8 
Word: bye, start_time: 18.8,end_time: 19.1 
Word: recording, start_time: 19.1,end_time: 19.5 
Word: this, start_time: 19.5,end_time: 19.7 
Word: conversation, start_time: 19.7,end_time: 20.1 
Word: is, start_time: 20.1,end_time: 20.7 
Word: that, start_time: 20.7,end_time: 20.9 
Word: alright, start_time: 20.9,end_time: 21.1 
Word: perfect, start_time: 22.5,end_time: 23.9 
Word: thank, start_time: 23.9,end_time: 24.0 
Word: you, start_time: 24.0,end_time: 24.2 
Word: so, start_time: 24.2,end_time: 24.4 
Word: much, start_time: 24.4,end_time: 24.5 
Word: just, start_time: 24.5,end_time: 24.8 
Word: to, start_time: 24.8,end_time: 25.2 
Word: let, start_time: 25.2,end_time: 25.4 
Word: you, start_time: 25.4,end_time: 25.4 
Word: know, start_time: 25.4,end_time: 25.5 
Word: our, start_time: 25.5,end_time: 25.7 
Word: services, start_time: 25.7,end_time: 26.2 
Word: are, start_time: 26.2,end_time: 26.3 
Word: free, start_time: 26.3,end_time: 26.5 
Word: to, start_time: 26.5,end_time: 26.7 
Word: you, start_time: 26.7,end_time: 26.8 
Word: because, start_time: 26.8,end_time: 27.3 
Word: we're, start_time: 27.3,end_time: 27.5 
Word: paid, start_time: 27.5,end_time: 27.6 
Word: a, start_time: 27.6,end_time: 27.8 
Word: referral, start_time: 27.8,end_time: 28.0 
Word: fee, start_time: 28.0,end_time: 28.4 
Word: by, start_time: 28.4,end_time: 28.8 
Word: our, start_time: 28.8,end_time: 28.9 
Word: partner, start_time: 28.9,end_time: 29.3 
Word: communities, start_time: 29.3,end_time: 29.4 
Word: only, start_time: 29.4,end_time: 30.4 
Word: if, start_time: 30.4,end_time: 30.5 
Word: we, start_time: 30.5,end_time: 30.7 
Word: help, start_time: 30.7,end_time: 30.9 
Word: you, start_time: 30.9,end_time: 31.1 
Word: find, start_time: 31.1,end_time: 31.4 
Word: a, start_time: 31.4,end_time: 31.4 
Word: good, start_time: 31.4,end_time: 31.6 
Word: fit, start_time: 31.6,end_time: 31.7 
Word: and, start_time: 31.7,end_time: 32.0 
Word: you, start_time: 32.0,end_time: 32.1 
Word: decide, start_time: 32.1,end_time: 32.4 
Word: to, start_time: 32.4,end_time: 32.7 
Word: move, start_time: 32.7,end_time: 32.8 
Word: it, start_time: 32.8,end_time: 33.0 
Word: to, start_time: 33.0,end_time: 33.9 
Word: see, start_time: 33.9,end_time: 34.1 
Word: that, start_time: 34.1,end_time: 34.4 
Word: those, start_time: 34.4,end_time: 34.5 
Word: communities, start_time: 34.5,end_time: 35.0 
Word: pay, start_time: 35.0,end_time: 35.3 
Word: ranges, start_time: 35.3,end_time: 36.2 
Word: from, start_time: 36.2,end_time: 36.3 
Word: 78%, start_time: 36.3,end_time: 37.6 
Word: to, start_time: 37.6,end_time: 38.1 
Word: 120%, start_time: 38.1,end_time: 39.5 
Word: of, start_time: 39.5,end_time: 39.5 
Word: the, start_time: 39.5,end_time: 39.7 
Word: first, start_time: 39.7,end_time: 40.0 
Word: month's, start_time: 40.0,end_time: 40.3 
Word: rent, start_time: 40.3,end_time: 40.3 
Word: depending, start_time: 40.3,end_time: 40.9 
Word: upon, start_time: 40.9,end_time: 41.1 
Word: the, start_time: 41.1,end_time: 41.3 
Word: agreement, start_time: 41.3,end_time: 41.9 
Word: no, start_time: 41.9,end_time: 42.6 
Word: one, start_time: 42.6,end_time: 42.7 
Word: can, start_time: 42.7,end_time: 42.8 
Word: ever, start_time: 42.8,end_time: 43.1 
Word: charge, start_time: 43.1,end_time: 43.5 
Word: you, start_time: 43.5,end_time: 43.6 
Word: more, start_time: 43.6,end_time: 43.7 
Word: because, start_time: 43.7,end_time: 44.0 
Word: you, start_time: 44.0,end_time: 44.3 
Word: use, start_time: 44.3,end_time: 44.5 
Word: our, start_time: 44.5,end_time: 44.6 
Word: services, start_time: 44.6,end_time: 45.2 
Word: do, start_time: 45.2,end_time: 45.8 
Word: you, start_time: 45.8,end_time: 45.9 
Word: understand, start_time: 45.9,end_time: 46.3 
Word: the, start_time: 46.3,end_time: 46.4 
Word: our, start_time: 46.4,end_time: 46.6 
Word: services, start_time: 46.6,end_time: 47.2 
Word: are, start_time: 47.2,end_time: 47.5 
Word: free, start_time: 47.5,end_time: 47.6 
Word: to, start_time: 47.6,end_time: 48.0 
Word: you, start_time: 48.0,end_time: 48.2 
