Below is Time Logs: 
Below is time_logs: for gs://apfm-dev/LID19705655_CID300000003623659_James_Davis_20200307.mp3
Word: please, start_time: 0.0,end_time: 0.8 
Word: confirm, start_time: 0.8,end_time: 1.1 
Word: you, start_time: 1.1,end_time: 1.5 
Word: are, start_time: 1.5,end_time: 1.6 
Word: smelly, start_time: 1.6,end_time: 2.0 
Word: yes, start_time: 3.7,end_time: 4.2 
Word: great, start_time: 4.2,end_time: 5.4 
Word: lines, start_time: 5.4,end_time: 5.8 
Word: are, start_time: 5.8,end_time: 6.0 
Word: you, start_time: 6.0,end_time: 6.3 
Word: mad, start_time: 6.3,end_time: 8.7 
Word: at, start_time: 8.7,end_time: 8.7 
Word: me, start_time: 8.7,end_time: 8.8 
Word: your, start_time: 8.8,end_time: 10.6 
Word: name, start_time: 10.6,end_time: 10.9 
Word: closures, start_time: 10.9,end_time: 14.3 
Word: easier, start_time: 14.3,end_time: 18.0 
Word: for, start_time: 18.0,end_time: 18.3 
Word: you, start_time: 18.3,end_time: 18.4 
Word: haven't, start_time: 18.4,end_time: 20.3 
Word: actually, start_time: 20.3,end_time: 21.8 
Word: had, start_time: 21.8,end_time: 22.1 
Word: mine, start_time: 22.1,end_time: 22.4 
Word: over, start_time: 22.4,end_time: 22.6 
Word: the, start_time: 22.6,end_time: 22.8 
Word: phone, start_time: 22.8,end_time: 22.9 
Word: now, start_time: 22.9,end_time: 23.1 
Word: recording, start_time: 23.3,end_time: 24.2 
Word: this, start_time: 24.2,end_time: 24.2 
Word: conversation, start_time: 24.2,end_time: 24.7 
Word: is, start_time: 24.7,end_time: 25.1 
Word: not, start_time: 25.1,end_time: 25.2 
Word: our, start_time: 25.2,end_time: 25.4 
Word: day, start_time: 25.4,end_time: 25.7 
Word: so, start_time: 28.0,end_time: 29.0 
Word: much, start_time: 29.0,end_time: 29.2 
Word: to, start_time: 29.2,end_time: 30.5 
Word: know, start_time: 30.5,end_time: 30.6 
Word: our, start_time: 30.6,end_time: 30.9 
Word: service, start_time: 30.9,end_time: 31.0 
Word: is, start_time: 31.0,end_time: 31.3 
Word: free, start_time: 31.3,end_time: 31.4 
Word: to, start_time: 31.4,end_time: 31.7 
Word: you, start_time: 31.7,end_time: 31.8 
Word: as, start_time: 31.8,end_time: 32.2 
Word: repaid, start_time: 32.2,end_time: 32.5 
Word: referral, start_time: 32.5,end_time: 33.1 
Word: for, start_time: 33.1,end_time: 33.4 
Word: by, start_time: 33.4,end_time: 33.9 
Word: our, start_time: 33.9,end_time: 34.0 
Word: partner, start_time: 34.0,end_time: 34.2 
Word: communities, start_time: 34.2,end_time: 34.6 
Word: you, start_time: 34.6,end_time: 35.3 
Word: please, start_time: 35.3,end_time: 36.2 
Word: help, start_time: 36.2,end_time: 36.3 
Word: me, start_time: 36.3,end_time: 36.5 
Word: fit, start_time: 36.5,end_time: 37.2 
Word: and, start_time: 37.2,end_time: 37.5 
Word: you, start_time: 37.5,end_time: 37.6 
Word: decide, start_time: 37.6,end_time: 37.9 
Word: to, start_time: 37.9,end_time: 38.1 
Word: move, start_time: 38.1,end_time: 38.2 
Word: back, start_time: 38.2,end_time: 38.4 
Word: to, start_time: 38.4,end_time: 39.4 
Word: the, start_time: 39.4,end_time: 40.4 
Word: Huntsman, start_time: 40.4,end_time: 43.6 
Word: Springs, start_time: 43.6,end_time: 43.9 
Word: up, start_time: 43.9,end_time: 45.1 
Word: on, start_time: 45.1,end_time: 45.3 
Word: the, start_time: 45.3,end_time: 45.5 
Word: agreement, start_time: 45.5,end_time: 45.7 
Word: because, start_time: 45.7,end_time: 47.9 
Word: you, start_time: 47.9,end_time: 48.1 
Word: use, start_time: 48.1,end_time: 48.3 
Word: our, start_time: 48.3,end_time: 48.4 
Word: server, start_time: 48.4,end_time: 48.7 
Word: do, start_time: 48.7,end_time: 49.6 
Word: you, start_time: 49.6,end_time: 49.6 
Word: understand, start_time: 49.6,end_time: 50.4 
Word: our, start_time: 50.4,end_time: 50.6 
Word: services, start_time: 50.6,end_time: 51.0 
Word: are, start_time: 51.0,end_time: 51.2 
Word: free, start_time: 51.2,end_time: 51.2 
Word: deals, start_time: 51.2,end_time: 51.8 
Word: please, start_time: 0.0,end_time: 0.8 
Word: confirm, start_time: 0.8,end_time: 1.1 
Word: you, start_time: 1.1,end_time: 1.5 
Word: are, start_time: 1.5,end_time: 1.6 
Word: smelly, start_time: 1.6,end_time: 2.0 
Word: yes, start_time: 3.7,end_time: 4.2 
Word: great, start_time: 4.2,end_time: 5.4 
Word: lines, start_time: 5.4,end_time: 5.8 
Word: are, start_time: 5.8,end_time: 6.0 
Word: you, start_time: 6.0,end_time: 6.3 
Word: mad, start_time: 6.3,end_time: 8.7 
Word: at, start_time: 8.7,end_time: 8.7 
Word: me, start_time: 8.7,end_time: 8.8 
Word: your, start_time: 8.8,end_time: 10.6 
Word: name, start_time: 10.6,end_time: 10.9 
Word: closures, start_time: 10.9,end_time: 14.3 
Word: easier, start_time: 14.3,end_time: 18.0 
Word: for, start_time: 18.0,end_time: 18.3 
Word: you, start_time: 18.3,end_time: 18.4 
Word: haven't, start_time: 18.4,end_time: 20.3 
Word: actually, start_time: 20.3,end_time: 21.8 
Word: had, start_time: 21.8,end_time: 22.1 
Word: mine, start_time: 22.1,end_time: 22.4 
Word: over, start_time: 22.4,end_time: 22.6 
Word: the, start_time: 22.6,end_time: 22.8 
Word: phone, start_time: 22.8,end_time: 22.9 
Word: now, start_time: 22.9,end_time: 23.1 
Word: recording, start_time: 23.3,end_time: 24.2 
Word: this, start_time: 24.2,end_time: 24.2 
Word: conversation, start_time: 24.2,end_time: 24.7 
Word: is, start_time: 24.7,end_time: 25.1 
Word: not, start_time: 25.1,end_time: 25.2 
Word: our, start_time: 25.2,end_time: 25.4 
Word: day, start_time: 25.4,end_time: 25.7 
Word: so, start_time: 28.0,end_time: 29.0 
Word: much, start_time: 29.0,end_time: 29.2 
Word: to, start_time: 29.2,end_time: 30.5 
Word: know, start_time: 30.5,end_time: 30.6 
Word: our, start_time: 30.6,end_time: 30.9 
Word: service, start_time: 30.9,end_time: 31.0 
Word: is, start_time: 31.0,end_time: 31.3 
Word: free, start_time: 31.3,end_time: 31.4 
Word: to, start_time: 31.4,end_time: 31.7 
Word: you, start_time: 31.7,end_time: 31.8 
Word: as, start_time: 31.8,end_time: 32.2 
Word: repaid, start_time: 32.2,end_time: 32.5 
Word: referral, start_time: 32.5,end_time: 33.1 
Word: for, start_time: 33.1,end_time: 33.4 
Word: by, start_time: 33.4,end_time: 33.9 
Word: our, start_time: 33.9,end_time: 34.0 
Word: partner, start_time: 34.0,end_time: 34.2 
Word: communities, start_time: 34.2,end_time: 34.6 
Word: you, start_time: 34.6,end_time: 35.3 
Word: please, start_time: 35.3,end_time: 36.2 
Word: help, start_time: 36.2,end_time: 36.3 
Word: me, start_time: 36.3,end_time: 36.5 
Word: fit, start_time: 36.5,end_time: 37.2 
Word: and, start_time: 37.2,end_time: 37.5 
Word: you, start_time: 37.5,end_time: 37.6 
Word: decide, start_time: 37.6,end_time: 37.9 
Word: to, start_time: 37.9,end_time: 38.1 
Word: move, start_time: 38.1,end_time: 38.2 
Word: back, start_time: 38.2,end_time: 38.4 
Word: to, start_time: 38.4,end_time: 39.4 
Word: the, start_time: 39.4,end_time: 40.4 
Word: Huntsman, start_time: 40.4,end_time: 43.6 
