Below is Time Logs: 
Below is time_logs: for gs://apfm-dev/LID19652251_CID86024156_Susan_Bird_20200211.wav
Word: can, start_time: 0.0,end_time: 0.2 
Word: you, start_time: 0.2,end_time: 0.4 
Word: please, start_time: 0.4,end_time: 0.7000000000000001 
Word: confirm, start_time: 0.7000000000000001,end_time: 1.0 
Word: you, start_time: 1.0,end_time: 1.5 
Word: are, start_time: 1.5,end_time: 1.5 
Word: Susan, start_time: 1.5,end_time: 2.0 
Word: bird, start_time: 2.0,end_time: 2.4 
Word: yes, start_time: 2.6,end_time: 3.6 
Word: great, start_time: 3.6,end_time: 4.8 
Word: I, start_time: 4.8,end_time: 4.9 
Word: am, start_time: 4.9,end_time: 5.1 
Word: sitting, start_time: 5.1,end_time: 5.4 
Word: there, start_time: 5.4,end_time: 5.7 
Word: okay, start_time: 5.7,end_time: 6.6 
Word: thanks, start_time: 6.6,end_time: 7.2 
Word: for, start_time: 7.2,end_time: 7.4 
Word: doing, start_time: 7.4,end_time: 7.5 
Word: that, start_time: 7.5,end_time: 7.7 
Word: again, start_time: 7.7,end_time: 7.9 
Word: Susan, start_time: 7.9,end_time: 8.6 
Word: who, start_time: 8.6,end_time: 8.8 
Word: in, start_time: 8.8,end_time: 9.0 
Word: addition, start_time: 9.0,end_time: 9.5 
Word: to, start_time: 9.5,end_time: 9.6 
Word: confirming, start_time: 9.6,end_time: 10.2 
Word: your, start_time: 10.2,end_time: 10.4 
Word: name, start_time: 10.4,end_time: 10.6 
Word: I, start_time: 10.6,end_time: 11.3 
Word: need, start_time: 11.3,end_time: 11.4 
Word: a, start_time: 11.4,end_time: 11.8 
Word: record, start_time: 11.8,end_time: 12.3 
Word: that, start_time: 12.3,end_time: 12.5 
Word: I, start_time: 12.5,end_time: 12.6 
Word: provided, start_time: 12.6,end_time: 13.2 
Word: you, start_time: 13.2,end_time: 13.3 
Word: with, start_time: 13.3,end_time: 13.6 
Word: these, start_time: 13.6,end_time: 13.7 
Word: disclosures, start_time: 13.7,end_time: 14.7 
Word: and, start_time: 14.7,end_time: 15.0 
Word: I, start_time: 15.0,end_time: 15.0 
Word: also, start_time: 15.0,end_time: 15.3 
Word: need, start_time: 15.3,end_time: 15.6 
Word: you, start_time: 15.6,end_time: 15.8 
Word: to, start_time: 15.8,end_time: 15.8 
Word: sign, start_time: 15.8,end_time: 16.1 
Word: it, start_time: 16.1,end_time: 16.4 
Word: but, start_time: 16.4,end_time: 17.0 
Word: to, start_time: 17.0,end_time: 17.2 
Word: make, start_time: 17.2,end_time: 17.3 
Word: it, start_time: 17.3,end_time: 17.5 
Word: easier, start_time: 17.5,end_time: 17.9 
Word: for, start_time: 17.9,end_time: 18.0 
Word: you, start_time: 18.0,end_time: 18.4 
Word: instead, start_time: 18.4,end_time: 18.5 
Word: of, start_time: 18.5,end_time: 18.9 
Word: having, start_time: 18.9,end_time: 19.1 
Word: to, start_time: 19.1,end_time: 19.4 
Word: physically, start_time: 19.4,end_time: 19.9 
Word: sign, start_time: 19.9,end_time: 20.3 
Word: something, start_time: 20.3,end_time: 21.1 
Word: we, start_time: 21.1,end_time: 21.7 
Word: can, start_time: 21.7,end_time: 21.9 
Word: actually, start_time: 21.9,end_time: 22.2 
Word: have, start_time: 22.2,end_time: 22.5 
Word: you, start_time: 22.5,end_time: 22.6 
Word: sign, start_time: 22.6,end_time: 23.0 
Word: over, start_time: 23.0,end_time: 23.2 
Word: the, start_time: 23.2,end_time: 23.3 
Word: phone, start_time: 23.3,end_time: 23.6 
Word: now, start_time: 23.6,end_time: 23.9 
Word: bye, start_time: 23.9,end_time: 24.2 
Word: recording, start_time: 24.2,end_time: 24.9 
Word: this, start_time: 24.9,end_time: 25.1 
Word: conversation, start_time: 25.1,end_time: 25.6 
Word: is, start_time: 25.6,end_time: 26.4 
Word: that, start_time: 26.4,end_time: 26.5 
Word: alright, start_time: 26.5,end_time: 26.9 
Word: that's, start_time: 26.9,end_time: 28.2 
Word: fine, start_time: 28.2,end_time: 28.3 
Word: perfect, start_time: 28.5,end_time: 29.6 
Word: thank, start_time: 29.6,end_time: 29.7 
Word: you, start_time: 29.7,end_time: 30.1 
Word: and, start_time: 30.1,end_time: 31.0 
Word: just, start_time: 31.0,end_time: 31.2 
Word: to, start_time: 31.2,end_time: 31.3 
Word: let, start_time: 31.3,end_time: 31.4 
Word: you, start_time: 31.4,end_time: 31.6 
Word: know, start_time: 31.6,end_time: 31.9 
Word: our, start_time: 31.9,end_time: 32.4 
Word: service, start_time: 32.4,end_time: 32.7 
Word: is, start_time: 32.7,end_time: 33.0 
Word: free, start_time: 33.0,end_time: 33.2 
Word: to, start_time: 33.2,end_time: 33.7 
Word: use, start_time: 33.7,end_time: 34.1 
Word: Susan, start_time: 34.1,end_time: 34.6 
Word: because, start_time: 34.6,end_time: 35.3 
Word: we're, start_time: 35.3,end_time: 35.5 
Word: paid, start_time: 35.5,end_time: 35.8 
Word: a, start_time: 35.8,end_time: 36.0 
Word: referral, start_time: 36.0,end_time: 36.3 
Word: fee, start_time: 36.3,end_time: 36.7 
Word: by, start_time: 36.7,end_time: 37.1 
Word: our, start_time: 37.1,end_time: 37.3 
Word: partner, start_time: 37.3,end_time: 37.9 
Word: communities, start_time: 37.9,end_time: 38.0 
Word: if, start_time: 38.0,end_time: 39.8 
Word: we, start_time: 39.8,end_time: 40.0 
Word: help, start_time: 40.0,end_time: 40.3 
Word: you, start_time: 40.3,end_time: 40.4 
Word: find, start_time: 40.4,end_time: 40.8 
Word: a, start_time: 40.8,end_time: 40.9 
Word: good, start_time: 40.9,end_time: 41.0 
